3.000000000000000e-01 4.044686842625992e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051809638672008e-01
3.000000000000000e-01 4.044686842625992e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051809638672008e-01
3.000000000000000e-01 4.044687142356087e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051808897625556e-01
3.000000000000000e-01 4.044687142356087e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051808897625556e-01
3.330000000000000e-01 7.111333063512960e+00 3.425784400000020e-03 -5.676424811591644e+00 1.961689717592876e+00
3.342000000000000e-01 1.393384866087179e+01 2.225784400000042e-03 -6.107645886165459e+00 2.634321035408697e+00
3.000000000000000e-01 4.045013020699137e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051003235273036e-01
5.000000000000000e-01 3.643180060099601e-01 -1.635742156000000e-01 nan -1.009728149864711e+00
5.000000000000000e-01 3.643180060099601e-01 -1.635742156000000e-01 nan -1.009728149864711e+00
5.000000000000000e-01 3.643180060099601e-01 -1.635742156000000e-01 nan -1.009728149864711e+00
3.000000000000000e-01 4.045013020699137e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051003235273036e-01
3.000000000000000e-01 4.045013020699137e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051003235273036e-01
5.000000000000000e-01 3.643180060099601e-01 -1.635742156000000e-01 nan -1.009728149864711e+00
5.000000000000000e-01 3.643180060099601e-01 -1.635742156000000e-01 nan -1.009728149864711e+00
3.000000000000000e-01 4.045013020699137e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051003235273036e-01
3.000000000000000e-01 4.055496177237776e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.025120510780446e-01
5.000000000000000e-01 3.637983446087711e-01 -1.635742156000000e-01 nan -1.011155563186722e+00
3.000000000000000e-01 4.044687074214133e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051809066098300e-01
3.300000000000000e-01 3.951790576859808e+00 6.425784400000023e-03 -5.047436570049578e+00 1.374168786796241e+00
3.300000000000000e-01 3.951790576859808e+00 6.425784400000023e-03 -5.047436570049578e+00 1.374168786796241e+00
3.000000000000000e-01 4.045012986072468e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051003320876395e-01
5.000000000000000e-01 3.643179943330817e-01 -1.635742156000000e-01 nan -1.009728181916047e+00
5.000000000000000e-01 3.568624539872408e-01 -1.635742156000000e-01 nan -1.030404854391948e+00
3.364266175000000e-01 2.463324559131163e+01 -8.330999999861533e-07 nan 3.204096977357306e+00
3.364266114000000e-01 2.463323758587524e+01 -8.269999999810373e-07 nan 3.204096652372210e+00
3.000000000000000e-01 4.067887336862442e-01 3.642578440000005e-02 -3.312478392472474e+00 -8.994613101611462e-01
3.364266114000000e-01 2.463323754816751e+01 -8.269999999810373e-07 nan 3.204096650841444e+00
3.364266114000000e-01 2.463323753500994e+01 -8.269999999810373e-07 nan 3.204096650307304e+00
3.364266114000000e-01 2.463323744653286e+01 -8.269999999810373e-07 nan 3.204096646715528e+00
3.000000000000000e-01 4.044687229875553e-01 3.642578440000005e-02 -3.312478392472474e+00 -9.051808681244258e-01
3.300000000000000e-01 3.951789601389207e+00 6.425784400000023e-03 -5.047436570049578e+00 1.374168539953524e+00
