0.000000000000000e+00 5.703363919498212e-01 1.020914574904461e+00 -2.432550555519918e-01 0.000000000000000e+00
1.684631774713629e-03 5.703363919498212e-01 1.020914574904461e+00 -2.432550555519918e-01 0.000000000000000e+00
3.369263549427245e-01 5.577720540046220e-01 1.051551194391309e+00 -2.148926340220587e-01 -2.251446432343393e-01
6.738527098854540e-01 5.242575115414556e-01 1.117815768450051e+00 -1.599591528156888e-01 -3.983833787449844e-01
1.010779064828189e+00 4.944347337384185e-01 1.182375927411951e+00 -1.107796994768942e-01 -5.021352722164187e-01
1.347705419770924e+00 4.939128582982254e-01 1.227923008889997e+00 -5.529995663489070e-02 -5.380157962984979e-01
1.684631774713658e+00 5.259001386713074e-01 1.233801916589738e+00 4.536560931892757e-02 -4.834789202806661e-01
2.021558129656390e+00 5.691220380463554e-01 1.179261162754823e+00 1.985022759033053e-01 -3.272299035905478e-01
2.358484484599081e+00 6.072145421457116e-01 1.105819595652387e+00 3.055518374504270e-01 -1.500480803476967e-01
2.695410839541771e+00 6.488966200148559e-01 1.076127760250259e+00 2.880790997131437e-01 -1.109826980468817e-04
3.032337194484461e+00 6.933745944440871e-01 1.097562848721413e+00 1.304092888850863e-01 1.622512081303889e-01
3.369263549427152e+00 7.088671340005578e-01 1.095788933200463e+00 -1.109945350667483e-01 3.084109656406787e-01
3.706189904369842e+00 7.068107788745137e-01 1.024009312291943e+00 -1.724623029665733e-01 2.323142817892881e-01
4.043116259312533e+00 7.504352865661147e-01 1.000412169425336e+00 -4.218404841059110e-02 3.471678642308573e-02
4.380042614255223e+00 7.952602684102078e-01 1.000123536031255e+00 1.741804277004354e-03 -1.352808506348107e-02
4.716968969197914e+00 8.277568604967028e-01 1.000051554475651e+00 3.298447882018635e-03 -1.040596713368194e-02
5.053895324140604e+00 8.523879014918894e-01 1.000015950649360e+00 1.773634646775191e-03 -5.845085932652682e-03
5.390821679083294e+00 8.716975921968922e-01 1.000005289915814e+00 9.150418645095143e-04 -3.344331470559989e-03
5.727748034025985e+00 8.872335465750936e-01 1.000001944919058e+00 4.989597005008651e-04 -2.012199802809227e-03
6.064674388968675e+00 9.000014376820712e-01 1.000000780534498e+00 2.866516800860435e-04 -1.269369708145741e-03
6.401600743911366e+00 9.106801242868710e-01 1.000000336198154e+00 1.737687939258521e-04 -8.307120137696866e-04
6.738527098854056e+00 9.197433596268502e-01 1.000000153456706e+00 1.095070163286481e-04 -5.599756272907140e-04
7.075453453796746e+00 9.275315413461551e-01 1.000000073488938e+00 7.082510167418467e-05 -3.870228027883758e-04
7.412379808739437e+00 9.342954996165083e-01 1.000000036603584e+00 4.498199363375716e-05 -2.728158811055578e-04
7.749306163682127e+00 9.402241453506025e-01 1.000000018852796e+00 3.170848874445042e-05 -1.951348672020097e-04
8.086232518624819e+00 9.454624838506090e-01 1.000000010002954e+00 2.122635592154467e-05 -1.431148563266674e-04
8.423158873567509e+00 9.501236863616499e-01 1.000000005440025e+00 1.489856279451027e-05 -1.037995660036223e-04
8.760085228510199e+00 9.542973845190843e-01 1.000000003014700e+00 1.309169730022746e-05 -7.765655216598435e-05
9.097011583452890e+00 9.580554976459370e-01 1.000000001703260e+00 1.095799537924795e-05 -5.913725899474746e-05
9.433937938395580e+00 9.614564088721104e-01 1.000000000975611e+00 7.642960003924678e-06 -4.553824747944103e-05
9.770864293338271e+00 9.645480115826920e-01 1.000000000564337e+00 -2.235780923424108e-06 -2.634186396800924e-05
1.010779064828096e+01 9.673699676316160e-01 1.000000000334689e+00 2.005985960379644e-05 -3.648930723948523e-05
1.044471700322365e+01 9.699554055819171e-01 1.000000000199219e+00 -2.064658768318975e-05 3.798276066042887e-06
1.078164335816634e+01 9.723322147840598e-01 1.000000000127547e+00 3.251275714344418e-05 -5.615149124983223e-05
1.111856971310903e+01 9.745240432473251e-01 1.000000000098488e+00 -2.268676779364065e-05 3.793221802965970e-05
1.145549606805172e+01 9.765510755722657e-01 1.000000000088852e+00 -4.239086263160495e-05 -6.953939109498776e-06
1.179242242299441e+01 9.784306456254129e-01 1.000000000216710e+00 1.453498287419234e-04 -8.053337709752395e-05
1.212934877793710e+01 9.801777237168549e-01 1.000000000235556e+00 -1.234089821190403e-05 -8.216462309737354e-05
1.246627513287979e+01 9.818053064759505e-01 1.000000000514552e+00 -1.968092235725624e-04 1.514547110899671e-04
1.280320148782248e+01 9.833247328439259e-01 1.000000000637994e+00 -1.185638309527612e-04 3.453726866414221e-04
1.314012784276517e+01 9.847459391356836e-01 1.000000001799158e+00 -1.043973365128579e-04 1.409529691879234e-04
1.347705419770787e+01 9.860776702324117e-01 1.000000001955942e+00 -1.414102532376716e-04 -1.895607776650487e-04
1.381398055265056e+01 9.873276333441814e-01 1.000000001974336e+00 -5.123025051529495e-05 -3.212594068217900e-04
1.415090690759325e+01 9.885025831953146e-01 1.000000003070102e+00 1.442273499522652e-04 -2.396130442719196e-04
1.448783326253594e+01 9.896082508127019e-01 1.000000004805311e+00 2.942410723118054e-04 -1.357488588594714e-05
1.482475961747863e+01 9.906489878115341e-01 1.000000006202516e+00 2.560976838021233e-04 3.503268240680811e-04
1.516168597242132e+01 9.916271795799609e-01 1.000000006598423e+00 -7.214159882646786e-05 8.787092388085141e-04
1.549861232736401e+01 9.925431396575267e-01 1.000000007525591e+00 -6.451600611798810e-04 1.431458585697942e-03
1.583553868230670e+01 9.933969243024804e-01 1.000000018115764e+00 -1.129194826863759e-03 1.501197882743359e-03
1.617246503724957e+01 9.941920320778044e-01 1.000000040788213e+00 -9.554759388686973e-04 3.888404753929512e-04
1.650939139219262e+01 9.949301944264851e-01 1.000000042071964e+00 -1.779498181620039e-05 -1.768346553620789e-03
1.684631774713566e+01 9.954765227672422e-01 1.000000019686927e+00 5.116081684498880e-04 -3.007458756956328e-03
1.718324410207871e+01 9.911554821103347e-01 1.000000068188176e+00 -5.590748565059842e-04 -9.663618068453667e-04
